,Transcript stable ID
1150,ENSDART00000028997
1151,ENSDART00000029014
1152,ENSDART00000029024
1153,ENSDART00000029051
1154,ENSDART00000029121
1155,ENSDART00000029133
1156,ENSDART00000029283
1157,ENSDART00000029308
1158,ENSDART00000029364
1159,ENSDART00000029380
1160,ENSDART00000029387
1161,ENSDART00000029400
1162,ENSDART00000029457
1163,ENSDART00000029492
1164,ENSDART00000029549
1165,ENSDART00000029553
1166,ENSDART00000029572
1167,ENSDART00000029599
1168,ENSDART00000029649
1169,ENSDART00000029699
1170,ENSDART00000029725
1171,ENSDART00000029797
1172,ENSDART00000029843
1173,ENSDART00000029939
1174,ENSDART00000029946
1175,ENSDART00000029981
1176,ENSDART00000029992
1177,ENSDART00000030138
1178,ENSDART00000030141
1179,ENSDART00000030205
1180,ENSDART00000030211
1181,ENSDART00000030269
1182,ENSDART00000030368
1183,ENSDART00000030453
1184,ENSDART00000030509
1185,ENSDART00000030520
1186,ENSDART00000030553
1187,ENSDART00000030557
1188,ENSDART00000030579
1189,ENSDART00000030622
1190,ENSDART00000030637
1191,ENSDART00000030646
1192,ENSDART00000030683
1193,ENSDART00000030687
1194,ENSDART00000030691
1195,ENSDART00000030714
1196,ENSDART00000030887
1197,ENSDART00000030890
1198,ENSDART00000030919
1199,ENSDART00000030984
1200,ENSDART00000030995
1201,ENSDART00000031016
1202,ENSDART00000031028
1203,ENSDART00000031120
1204,ENSDART00000031130
1205,ENSDART00000031165
1206,ENSDART00000031194
1207,ENSDART00000031205
1208,ENSDART00000031245
1209,ENSDART00000031408
1210,ENSDART00000031418
1211,ENSDART00000031485
1212,ENSDART00000031486
1213,ENSDART00000031546
1214,ENSDART00000031597
1215,ENSDART00000031616
1216,ENSDART00000031625
1217,ENSDART00000031635
1218,ENSDART00000031638
1219,ENSDART00000031650
1220,ENSDART00000031665
1221,ENSDART00000031700
1222,ENSDART00000031719
1223,ENSDART00000031937
1224,ENSDART00000032009
1225,ENSDART00000032118
1226,ENSDART00000032161
1227,ENSDART00000032184
1228,ENSDART00000032188
1229,ENSDART00000032195
1230,ENSDART00000032260
1231,ENSDART00000032275
1232,ENSDART00000032290
1233,ENSDART00000032324
1234,ENSDART00000032331
1235,ENSDART00000032341
1236,ENSDART00000032344
1237,ENSDART00000032355
1238,ENSDART00000032389
1239,ENSDART00000032390
1240,ENSDART00000032392
1241,ENSDART00000032399
1242,ENSDART00000032474
1243,ENSDART00000032494
1244,ENSDART00000032498
1245,ENSDART00000032540
1246,ENSDART00000032702
1247,ENSDART00000032739
1248,ENSDART00000032770
1249,ENSDART00000032778
1250,ENSDART00000032805
1251,ENSDART00000032825
1252,ENSDART00000032857
1253,ENSDART00000032880
1254,ENSDART00000032975
1255,ENSDART00000032996
1256,ENSDART00000033018
1257,ENSDART00000033053
1258,ENSDART00000033069
1259,ENSDART00000033090
1260,ENSDART00000033093
1261,ENSDART00000033103
1262,ENSDART00000033121
1263,ENSDART00000033132
1264,ENSDART00000033188
1265,ENSDART00000033361
1266,ENSDART00000033369
1267,ENSDART00000033394
1268,ENSDART00000033494
1269,ENSDART00000033528
1270,ENSDART00000033545
1271,ENSDART00000033608
1272,ENSDART00000033701
1273,ENSDART00000033702
1274,ENSDART00000033706
1275,ENSDART00000033713
1276,ENSDART00000033819
1277,ENSDART00000033848
1278,ENSDART00000033865
1279,ENSDART00000033921
1280,ENSDART00000033922
1281,ENSDART00000033970
1282,ENSDART00000034004
1283,ENSDART00000034011
1284,ENSDART00000034078
1285,ENSDART00000034245
1286,ENSDART00000034287
1287,ENSDART00000034302
1288,ENSDART00000034438
1289,ENSDART00000034441
1290,ENSDART00000034489
1291,ENSDART00000034523
1292,ENSDART00000034534
1293,ENSDART00000034536
1294,ENSDART00000034550
1295,ENSDART00000034555
1296,ENSDART00000034580
1297,ENSDART00000034606
1298,ENSDART00000034615
1299,ENSDART00000034705
1300,ENSDART00000034745
1301,ENSDART00000034768
1302,ENSDART00000034783
1303,ENSDART00000034784
1304,ENSDART00000034788
1305,ENSDART00000034802
1306,ENSDART00000034817
1307,ENSDART00000034829
1308,ENSDART00000034851
1309,ENSDART00000034865
1310,ENSDART00000034875
1311,ENSDART00000034935
1312,ENSDART00000034968
1313,ENSDART00000035046
1314,ENSDART00000035062
1315,ENSDART00000035067
1316,ENSDART00000035073
1317,ENSDART00000035152
1318,ENSDART00000035188
1319,ENSDART00000035235
1320,ENSDART00000035259
1321,ENSDART00000035400
1322,ENSDART00000035432
1323,ENSDART00000035447
1324,ENSDART00000035514
1325,ENSDART00000035522
1326,ENSDART00000035531
1327,ENSDART00000035538
1328,ENSDART00000035545
1329,ENSDART00000035558
1330,ENSDART00000035581
1331,ENSDART00000035602
1332,ENSDART00000035654
1333,ENSDART00000035670
1334,ENSDART00000035710
1335,ENSDART00000035725
1336,ENSDART00000035737
1337,ENSDART00000035739
1338,ENSDART00000035762
1339,ENSDART00000035899
1340,ENSDART00000035939
1341,ENSDART00000035944
1342,ENSDART00000035965
1343,ENSDART00000035967
1344,ENSDART00000036015
1345,ENSDART00000036090
1346,ENSDART00000036110
1347,ENSDART00000036148
1348,ENSDART00000036153
1349,ENSDART00000036204
1350,ENSDART00000036235
1351,ENSDART00000036277
1352,ENSDART00000036331
1353,ENSDART00000036348
1354,ENSDART00000036350
1355,ENSDART00000036369
1356,ENSDART00000036419
1357,ENSDART00000036421
1358,ENSDART00000036456
1359,ENSDART00000036461
1360,ENSDART00000036467
1361,ENSDART00000036491
1362,ENSDART00000036513
1363,ENSDART00000036531
1364,ENSDART00000036546
1365,ENSDART00000036622
1366,ENSDART00000036635
1367,ENSDART00000036649
1368,ENSDART00000036668
1369,ENSDART00000036703
1370,ENSDART00000036718
1371,ENSDART00000036783
1372,ENSDART00000036854
1373,ENSDART00000036891
1374,ENSDART00000036906
1375,ENSDART00000036926
1376,ENSDART00000036927
1377,ENSDART00000036942
1378,ENSDART00000036997
1379,ENSDART00000037027
1380,ENSDART00000037065
1381,ENSDART00000037069
1382,ENSDART00000037087
1383,ENSDART00000037182
1384,ENSDART00000037193
1385,ENSDART00000037224
1386,ENSDART00000037265
1387,ENSDART00000037292
1388,ENSDART00000037318
1389,ENSDART00000037332
1390,ENSDART00000037361
1391,ENSDART00000037450
1392,ENSDART00000037459
1393,ENSDART00000037515
1394,ENSDART00000037536
1395,ENSDART00000037559
1396,ENSDART00000037600
1397,ENSDART00000037664
1398,ENSDART00000037698
1399,ENSDART00000037709
1400,ENSDART00000037749
1401,ENSDART00000037797
1402,ENSDART00000037808
1403,ENSDART00000037819
1404,ENSDART00000037846
1405,ENSDART00000037855
1406,ENSDART00000037904
1407,ENSDART00000037914
1408,ENSDART00000037922
1409,ENSDART00000037999
1410,ENSDART00000038118
1411,ENSDART00000038120
1412,ENSDART00000038128
1413,ENSDART00000038157
1414,ENSDART00000038196
1415,ENSDART00000038202
1416,ENSDART00000038230
1417,ENSDART00000038273
1418,ENSDART00000038330
1419,ENSDART00000038346
1420,ENSDART00000038360
1421,ENSDART00000038415
1422,ENSDART00000038422
1423,ENSDART00000038465
1424,ENSDART00000038491
1425,ENSDART00000038495
1426,ENSDART00000038525
1427,ENSDART00000038566
1428,ENSDART00000038575
1429,ENSDART00000038602
1430,ENSDART00000038648
1431,ENSDART00000038674
1432,ENSDART00000038727
1433,ENSDART00000038745
1434,ENSDART00000038748
1435,ENSDART00000038767
1436,ENSDART00000038777
1437,ENSDART00000038790
1438,ENSDART00000038807
1439,ENSDART00000038818
1440,ENSDART00000038824
1441,ENSDART00000038828
1442,ENSDART00000038923
1443,ENSDART00000038924
1444,ENSDART00000038942
1445,ENSDART00000038990
1446,ENSDART00000039054
1447,ENSDART00000039079
1448,ENSDART00000039080
1449,ENSDART00000039170
1450,ENSDART00000039265
1451,ENSDART00000039277
1452,ENSDART00000039280
1453,ENSDART00000039383
1454,ENSDART00000039386
1455,ENSDART00000039399
1456,ENSDART00000039438
1457,ENSDART00000039443
1458,ENSDART00000039448
1459,ENSDART00000039454
1460,ENSDART00000039466
1461,ENSDART00000039482
1462,ENSDART00000039499
1463,ENSDART00000039585
1464,ENSDART00000039597
1465,ENSDART00000039629
1466,ENSDART00000039667
1467,ENSDART00000039700
1468,ENSDART00000039717
1469,ENSDART00000039749
1470,ENSDART00000039760
1471,ENSDART00000039810
1472,ENSDART00000039827
1473,ENSDART00000039829
1474,ENSDART00000039832
1475,ENSDART00000039847
1476,ENSDART00000039865
1477,ENSDART00000039868
1478,ENSDART00000039877
1479,ENSDART00000039878
1480,ENSDART00000039887
1481,ENSDART00000039917
1482,ENSDART00000039950
1483,ENSDART00000039987
1484,ENSDART00000040033
1485,ENSDART00000040065
1486,ENSDART00000040074
1487,ENSDART00000040083
1488,ENSDART00000040184
1489,ENSDART00000040209
1490,ENSDART00000040235
1491,ENSDART00000040266
1492,ENSDART00000040278
1493,ENSDART00000040280
1494,ENSDART00000040292
1495,ENSDART00000040305
1496,ENSDART00000040334
1497,ENSDART00000040362
1498,ENSDART00000040379
1499,ENSDART00000040409
1500,ENSDART00000040422
1501,ENSDART00000040427
1502,ENSDART00000040434
1503,ENSDART00000040443
1504,ENSDART00000040468
1505,ENSDART00000040499
1506,ENSDART00000040538
1507,ENSDART00000040542
1508,ENSDART00000040555
1509,ENSDART00000040627
1510,ENSDART00000040707
1511,ENSDART00000040727
1512,ENSDART00000040744
1513,ENSDART00000040798
1514,ENSDART00000040804
1515,ENSDART00000040838
1516,ENSDART00000040865
1517,ENSDART00000040923
1518,ENSDART00000040946
1519,ENSDART00000040955
1520,ENSDART00000041036
1521,ENSDART00000041054
1522,ENSDART00000041068
1523,ENSDART00000041076
1524,ENSDART00000041142
1525,ENSDART00000041157
1526,ENSDART00000041166
1527,ENSDART00000041191
1528,ENSDART00000041249
1529,ENSDART00000041289
1530,ENSDART00000041378
1531,ENSDART00000041381
1532,ENSDART00000041385
1533,ENSDART00000041397
1534,ENSDART00000041412
1535,ENSDART00000041420
1536,ENSDART00000041441
1537,ENSDART00000041468
1538,ENSDART00000041549
1539,ENSDART00000041577
1540,ENSDART00000041585
1541,ENSDART00000041597
1542,ENSDART00000041609
1543,ENSDART00000041615
1544,ENSDART00000041619
1545,ENSDART00000041625
1546,ENSDART00000041627
1547,ENSDART00000041634
1548,ENSDART00000041677
1549,ENSDART00000041697
1550,ENSDART00000041702
1551,ENSDART00000041711
1552,ENSDART00000041725
1553,ENSDART00000041751
1554,ENSDART00000041849
1555,ENSDART00000041869
1556,ENSDART00000041877
1557,ENSDART00000041886
1558,ENSDART00000041980
1559,ENSDART00000041987
1560,ENSDART00000042040
1561,ENSDART00000042056
1562,ENSDART00000042060
1563,ENSDART00000042064
1564,ENSDART00000042082
1565,ENSDART00000042100
1566,ENSDART00000042189
1567,ENSDART00000042218
1568,ENSDART00000042221
1569,ENSDART00000042255
1570,ENSDART00000042273
1571,ENSDART00000042290
1572,ENSDART00000042297
1573,ENSDART00000042311
1574,ENSDART00000042367
1575,ENSDART00000042467
1576,ENSDART00000042473
1577,ENSDART00000042481
1578,ENSDART00000042486
1579,ENSDART00000042492
1580,ENSDART00000042495
1581,ENSDART00000042501
1582,ENSDART00000042514
1583,ENSDART00000042570
1584,ENSDART00000042576
1585,ENSDART00000042594
1586,ENSDART00000042663
1587,ENSDART00000042683
1588,ENSDART00000042716
1589,ENSDART00000042781
1590,ENSDART00000042928
1591,ENSDART00000042963
1592,ENSDART00000042972
1593,ENSDART00000043004
1594,ENSDART00000043010
1595,ENSDART00000043016
1596,ENSDART00000043076
1597,ENSDART00000043091
1598,ENSDART00000043162
1599,ENSDART00000043180
1600,ENSDART00000043201
1601,ENSDART00000043218
1602,ENSDART00000043239
1603,ENSDART00000043316
1604,ENSDART00000043397
1605,ENSDART00000043403
1606,ENSDART00000043431
1607,ENSDART00000043455
1608,ENSDART00000043466
1609,ENSDART00000043492
1610,ENSDART00000043496
1611,ENSDART00000043499
1612,ENSDART00000043522
1613,ENSDART00000043556
1614,ENSDART00000043660
1615,ENSDART00000043711
1616,ENSDART00000043743
1617,ENSDART00000043751
1618,ENSDART00000043774
1619,ENSDART00000043795
1620,ENSDART00000043801
1621,ENSDART00000043812
1622,ENSDART00000043843
1623,ENSDART00000043924
1624,ENSDART00000043933
1625,ENSDART00000043960
1626,ENSDART00000044000
1627,ENSDART00000044078
1628,ENSDART00000044080
1629,ENSDART00000044089
1630,ENSDART00000044097
1631,ENSDART00000044125
1632,ENSDART00000044128
1633,ENSDART00000044154
1634,ENSDART00000044208
1635,ENSDART00000044234
1636,ENSDART00000044235
1637,ENSDART00000044242
1638,ENSDART00000044276
1639,ENSDART00000044294
1640,ENSDART00000044328
1641,ENSDART00000044357
1642,ENSDART00000044371
1643,ENSDART00000044377
1644,ENSDART00000044411
1645,ENSDART00000044423
1646,ENSDART00000044425
1647,ENSDART00000044426
1648,ENSDART00000044452
1649,ENSDART00000044462
1650,ENSDART00000044487
1651,ENSDART00000044559
1652,ENSDART00000044592
1653,ENSDART00000044599
1654,ENSDART00000044647
1655,ENSDART00000044677
1656,ENSDART00000044690
1657,ENSDART00000044705
1658,ENSDART00000044719
1659,ENSDART00000044735
1660,ENSDART00000044776
1661,ENSDART00000044784
1662,ENSDART00000044860
1663,ENSDART00000044918
1664,ENSDART00000044963
1665,ENSDART00000044971
1666,ENSDART00000044993
1667,ENSDART00000045018
1668,ENSDART00000045036
1669,ENSDART00000045126
1670,ENSDART00000045135
1671,ENSDART00000045186
1672,ENSDART00000045227
1673,ENSDART00000045284
1674,ENSDART00000045312
1675,ENSDART00000045329
1676,ENSDART00000045368
1677,ENSDART00000045374
1678,ENSDART00000045408
1679,ENSDART00000045410
1680,ENSDART00000045414
1681,ENSDART00000045433
1682,ENSDART00000045479
1683,ENSDART00000045488
1684,ENSDART00000045504
1685,ENSDART00000045518
1686,ENSDART00000045533
1687,ENSDART00000045583
1688,ENSDART00000045615
1689,ENSDART00000045639
1690,ENSDART00000045679
1691,ENSDART00000045682
1692,ENSDART00000045684
1693,ENSDART00000045750
1694,ENSDART00000045763
1695,ENSDART00000045767
1696,ENSDART00000045891
1697,ENSDART00000045894
1698,ENSDART00000045916
1699,ENSDART00000045921
1700,ENSDART00000045942
1701,ENSDART00000045948
1702,ENSDART00000045951
1703,ENSDART00000045971
1704,ENSDART00000046003
1705,ENSDART00000046033
1706,ENSDART00000046035
1707,ENSDART00000046042
1708,ENSDART00000046050
1709,ENSDART00000046059
1710,ENSDART00000046076
1711,ENSDART00000046094
1712,ENSDART00000046098
1713,ENSDART00000046114
1714,ENSDART00000046122
1715,ENSDART00000046157
1716,ENSDART00000046249
1717,ENSDART00000046253
1718,ENSDART00000046298
1719,ENSDART00000046360
1720,ENSDART00000046414
1721,ENSDART00000046423
1722,ENSDART00000046440
1723,ENSDART00000046460
1724,ENSDART00000046498
1725,ENSDART00000046510
1726,ENSDART00000046542
1727,ENSDART00000046626
1728,ENSDART00000046641
1729,ENSDART00000046648
1730,ENSDART00000046663
1731,ENSDART00000046670
1732,ENSDART00000046712
1733,ENSDART00000046716
1734,ENSDART00000046764
1735,ENSDART00000046781
1736,ENSDART00000046841
1737,ENSDART00000046902
1738,ENSDART00000046934
1739,ENSDART00000046981
1740,ENSDART00000046995
1741,ENSDART00000047008
1742,ENSDART00000047020
1743,ENSDART00000047039
1744,ENSDART00000047077
1745,ENSDART00000047110
1746,ENSDART00000047126
1747,ENSDART00000047134
1748,ENSDART00000047143
1749,ENSDART00000047201
1750,ENSDART00000047212
1751,ENSDART00000047220
1752,ENSDART00000047362
1753,ENSDART00000047401
1754,ENSDART00000047418
1755,ENSDART00000047419
1756,ENSDART00000047442
1757,ENSDART00000047464
1758,ENSDART00000047515
1759,ENSDART00000047516
1760,ENSDART00000047528
1761,ENSDART00000047643
1762,ENSDART00000047724
1763,ENSDART00000047735
1764,ENSDART00000047826
1765,ENSDART00000047834
1766,ENSDART00000047912
1767,ENSDART00000047954
1768,ENSDART00000047993
1769,ENSDART00000048073
1770,ENSDART00000048095
1771,ENSDART00000048104
1772,ENSDART00000048144
1773,ENSDART00000048151
1774,ENSDART00000048204
1775,ENSDART00000048350
1776,ENSDART00000048366
1777,ENSDART00000048375
1778,ENSDART00000048383
1779,ENSDART00000048391
1780,ENSDART00000048423
1781,ENSDART00000048440
1782,ENSDART00000048498
1783,ENSDART00000048537
1784,ENSDART00000048599
1785,ENSDART00000048642
1786,ENSDART00000048655
1787,ENSDART00000048753
1788,ENSDART00000048759
1789,ENSDART00000048775
1790,ENSDART00000048819
1791,ENSDART00000048831
1792,ENSDART00000048855
1793,ENSDART00000048901
1794,ENSDART00000048927
1795,ENSDART00000048977
1796,ENSDART00000048978
1797,ENSDART00000048991
1798,ENSDART00000049007
1799,ENSDART00000049045
1800,ENSDART00000049051
1801,ENSDART00000049061
1802,ENSDART00000049063
1803,ENSDART00000049109
1804,ENSDART00000049135
1805,ENSDART00000049147
1806,ENSDART00000049148
1807,ENSDART00000049154
1808,ENSDART00000049178
1809,ENSDART00000049194
1810,ENSDART00000049204
1811,ENSDART00000049226
1812,ENSDART00000049240
1813,ENSDART00000049285
1814,ENSDART00000049291
1815,ENSDART00000049331
1816,ENSDART00000049425
1817,ENSDART00000049453
1818,ENSDART00000049465
1819,ENSDART00000049482
1820,ENSDART00000049503
1821,ENSDART00000049514
1822,ENSDART00000049551
1823,ENSDART00000049586
1824,ENSDART00000049633
1825,ENSDART00000049646
1826,ENSDART00000049684
1827,ENSDART00000049722
1828,ENSDART00000049793
1829,ENSDART00000049805
1830,ENSDART00000049829
1831,ENSDART00000049836
1832,ENSDART00000049885
1833,ENSDART00000049918
1834,ENSDART00000049968
1835,ENSDART00000050018
1836,ENSDART00000050026
1837,ENSDART00000050125
1838,ENSDART00000050172
1839,ENSDART00000050196
1840,ENSDART00000050202
1841,ENSDART00000050228
1842,ENSDART00000050230
1843,ENSDART00000050296
1844,ENSDART00000050303
1845,ENSDART00000050308
1846,ENSDART00000050311
1847,ENSDART00000050332
1848,ENSDART00000050396
1849,ENSDART00000050533
1850,ENSDART00000050542
1851,ENSDART00000050559
1852,ENSDART00000050576
1853,ENSDART00000050682
1854,ENSDART00000050762
1855,ENSDART00000050821
1856,ENSDART00000050826
1857,ENSDART00000050831
1858,ENSDART00000050847
1859,ENSDART00000050855
1860,ENSDART00000050865
1861,ENSDART00000050871
1862,ENSDART00000050898
1863,ENSDART00000050932
1864,ENSDART00000050934
1865,ENSDART00000050945
1866,ENSDART00000050957
1867,ENSDART00000050966
1868,ENSDART00000051003
1869,ENSDART00000051025
1870,ENSDART00000051081
1871,ENSDART00000051092
1872,ENSDART00000051105
1873,ENSDART00000051135
1874,ENSDART00000051139
1875,ENSDART00000051141
1876,ENSDART00000051180
1877,ENSDART00000051182
1878,ENSDART00000051184
1879,ENSDART00000051186
1880,ENSDART00000051198
1881,ENSDART00000051224
1882,ENSDART00000051234
1883,ENSDART00000051236
1884,ENSDART00000051263
1885,ENSDART00000051312
1886,ENSDART00000051344
1887,ENSDART00000051518
1888,ENSDART00000051530
1889,ENSDART00000051541
1890,ENSDART00000051546
1891,ENSDART00000051556
1892,ENSDART00000051566
1893,ENSDART00000051606
1894,ENSDART00000051614
1895,ENSDART00000051644
1896,ENSDART00000051664
1897,ENSDART00000051679
1898,ENSDART00000051699
1899,ENSDART00000051745
1900,ENSDART00000051776
1901,ENSDART00000051777
1902,ENSDART00000051792
1903,ENSDART00000051799
1904,ENSDART00000051804
1905,ENSDART00000051818
1906,ENSDART00000051907
1907,ENSDART00000051973
1908,ENSDART00000052001
1909,ENSDART00000052004
1910,ENSDART00000052029
1911,ENSDART00000052067
1912,ENSDART00000052076
1913,ENSDART00000052096
1914,ENSDART00000052101
1915,ENSDART00000052104
1916,ENSDART00000052122
1917,ENSDART00000052126
1918,ENSDART00000052134
1919,ENSDART00000052140
1920,ENSDART00000052169
